,name,price,region,distillery,bottler,age,ABV,chill_filter,cask_strength,maturation_bourbon,maturation_brandy,maturation_marsala,maturation_oak,maturation_port,maturation_red wine,maturation_rum,maturation_rye,maturation_sauternes,maturation_sherry,maturation_white wine,maturation_wine,token_unified
2961,Ardmore 21 Year Old 1996 (cask 12390) - Old Particular (Douglas Laing),91.68,Highland Whisky,Ardmore,Douglas Laing,21.0,48.4,,,,,,,,,,,,,,,"['honey', 'ham', 'almond', 'pastry', 'smoky_bacon', 'crisp', 'toasted', 'vanilla_pod', 'cumin_powder', 'grist', 'meat']"
2962,Bunnahabhain 19 Year Old 1997 (cask 5386) - Kingsbury,132.22,Islay Whisky,Bunnahabhain,Kingsbury,19.0,54.3,,True,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,"['tang', 'orange', 'apple', 'oily_walnut', 'fizz', 'oak', 'stewed', 'apple', 'pear', 'caramel', 'brownie', 'milk', 'biscuit', 'cardamom', 'nutmeg', 'finish', 'final', 'tangerine']"
2963,Daftmill 2005 - Inaugural Release,,Lowland Whisky,Daftmill,Daftmill,,55.8,,True,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"['cream', 'barley', 'shortly', 'malt', 'chocolate', 'rye_bread', 'wax', 'apple', 'peel', 'honeycomb', 'flapjack', 'cloud', 'lemonade', 'hot', 'cider', 'butterscotch', 'slight', 'fresh', 'mint', 'underneath']"
2964,Macduff 21 Year Old 1997 (cask 12362) - Old Particular (Douglas Laing),78.11,Highland Whisky,Macduff,Douglas Laing,21.0,51.5,,,,,,,,,,,,,,,"['sponge_cake', 'honey', 'cream', 'green_apple', 'cedar', 'toasted', 'almond', 'nutty', 'brown_bread', 'butter', 'apricot', 'guava', 'oil', 'malt', 'plum']"
2965,Ardmore 7 Year Old 2009 (cask 707918) - The Single Malts of Scotland,63.0,Highland Whisky,Ardmore,The Single Malts of Scotland,7.0,55.0,,,,,,,,,,,,,,,"['oil', 'barley', 'sea_salt', 'light', 'sweet', 'juicy', 'plum', 'toasted', 'honey', 'peppercorn', 'roasted', 'nut', 'tomato', 'stem']"
2966,Strathmill 15 Year Old - The Manager's Dram 2003,,Speyside Whisky,Strathmill,Strathmill,15.0,53.5,False,True,,,,,,,,,,,,,"['fresh', 'zing', 'citrus', 'grapefruit', 'lemon', 'grass', 'fresh', 'dry', 'vanilla', 'sweet', 'fresh', 'cut_grass', 'hay', 'cashew', 'nut', 'green_apple', 'grapefruit', 'citrus', 'short', 'clean']"
2967,Teaninich 34 Year Old 1983 (cask 6728) (Adelphi),270.82,Highland Whisky,Teaninich,Adelphi,34.0,44.0,,,,,,,,,,,,,,,"['oodle', 'orange_peel', 'cinnamon', 'peppering', 'vanilla', 'amazingly', 'aromatic', 'remarkably', 'fresh', 'age', 'elegantly', 'sweet', 'complex']"
2968,Pulteney 11 Year Old 2007 (cask 43561) - Celebration of the Cask (Càrn Mòr),103.63,Highland Whisky,Pulteney,Carn Mor,11.0,65.5,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"['rye', 'cracker', 'sweet', 'lemon_drizzle', 'cake', 'coconut', 'flake', 'vanilla_pod', 'pinch', 'caraway', 'seed', 'slightly', 'pepper', 'waft', 'sea_air', 'cleanly']"
2969,Knockando 15 Year Old 1998,54.98,Speyside Whisky,Knockando,Knockando,15.0,43.0,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,"['rounded', 'red', 'fruit', 'banana_fritter', 'toasted_teacake', 'chocolate', 'muffin', 'apple', 'fragrant', 'floral', 'malt', 'mocha', 'raisin', 'cinnamon']"
2970,Royal Brackla 10 Year Old 2008 - Vintage Casks (Mossburn),60.72,Speyside Whisky,Brackla,Mossburn,10.0,46.0,False,,,,,,,,,,,,,,"['milk_chocolate', 'cream', 'vanilla', 'citrus', 'fruit', 'flavour', 'spice', 'honeyed', 'orchard_fruit', 'almond', 'pastry', 'green', 'herbaceous']"
2971,Chewy Pineapple Crisps 1997 (bottled 2018) - Wemyss Malts (Clynelish),,Highland Whisky,Clynelish,Wemyss Malts,,46.0,,,,,,,,,,,,,,,"['soon', 'barley', 'caraway', 'sweet', 'coastal', 'smoke', 'pineapple', 'yes', 'pineapple', 'yummy', 'yummy', 'pineapple', 'pineapple', 'course']"
2972,Ardmore 12 Year Old Port Wood Finish,53.23,Highland Whisky,Ardmore,Ardmore,12.0,46.0,,,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"['orange_peel', 'peat', 'vanilla', 'bourbon_cask', 'old_fashioned', 'peat', 'quickly', 'summer_berry', 'red_grape', 'old', 'oak', 'light', 'finish', 'final', 'flash', 'wine', 'sweet']"
2973,Bunnahabhain 34 Year Old 1980 (cask 84) - Whisky is Art (Silver Seal),562.82,Islay Whisky,Bunnahabhain,Silver Seal,34.0,46.6,,,,,,,,,,,,,,,"['caraway', 'white', 'chocolate', 'candied_ginger', 'mature_oak', 'citrus', 'peel', 'rock_pool', 'anise', 'mint', 'sea_salt', 'bitter', 'orange', 'liquorice_root']"
2974,Glen Moray 10 Year Old 2007 (cask 12066) - Clan Denny (Douglas Laing),42.34,Speyside Whisky,Glen Moray,Douglas Laing,10.0,48.0,False,,,,,,,,,,,,,,"['tinned', 'peach', 'syrup', 'toasted', 'barley', 'flapjack', 'gentle', 'oak', 'strawberry_jam', 'golden', 'malt', 'warm', 'baking_spice', 'white', 'chocolate', 'vanilla']"
2975,Laphroaig 25 Year Old Cask Strength (2017 Release),457.49,Islay Whisky,Laphroaig,Laphroaig,25.0,48.9,False,,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,"['cream', 'texture', 'pepper', 'iodine', 'saline', 'plenty', 'smoke', 'green_apple', 'fruit', 'vanilla', 'wood', 'spice', 'smoke', 'tcp', 'certainly', 'head', 'banger', 'bacon', 'fruit', 'character', 'long', 'layered', 'pepper']"
2976,Lagavulin 2000 (bottled 2016) Pedro Ximénez Cask Finish - Distillers Edition,88.0,Islay Whisky,Lagavulin,Lagavulin,,43.0,,,,,,,,,,,,,,,"['seville_orange', 'cherry', 'medicinal_peat', 'seaweed', 'apricot', 'chew', 'pecan', 'barley', 'waft', 'iodine', 'cream', 'vanilla', 'yoghurt', 'raisin', 'long', 'satisfyingly']"
2977,Tormore 29 Year Old 1988 (cask 15243) - The Old Malt Cask (Hunter Laing),137.1,Speyside Whisky,Tormore,Hunter Laing,29.0,50.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,"['chocolate', 'gateau', 'cinnamon', 'bun', 'toasted', 'almond', 'malt_loaf', 'salted_butter', 'nutella', 'cherry', 'rich', 'roasted_coffee', 'chocolate']"
2978,Ledaig 10 Year Old 2007 (cask LG717) - Hidden Spirits,100.87,Island Whisky,Tobermory,Hidden Spirits,10.0,52.5,,,,,,,,,,,,,,,"['grist', 'soon', 'vanilla', 'ice_cream', 'maltesers', 'roasted', 'peanut', 'ham', 'sweet', 'anise', 'resinous', 'oak', 'bonfire_ember']"
2979,Macallan 25 Year Old 1990 (bottled 2016) - Old & Rare Platinum (Hunter Laing),,Speyside Whisky,The Macallan,Hunter Laing,25.0,50.3,,,,,,,,,,,,,,,"['red', 'apple', 'cinnamon', 'clove', 'exciting', 'oak', 'spice', 'sweetie', 'red', 'one', 'specifically', 'rich', 'cream', 'vanilla', 'bean', 'marmalade', 'robust', 'malt', 'delicate', 'oak', 'backdrop', 'golden', 'barley', 'sweet']"
2980,Dufftown 2004 (bottled 2014) - Connoisseurs Choice (Gordon & Macphail),,Speyside Whisky,Dufftown,Gordon & MacPhail,,46.0,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"['fruit', 'sweet', 'spice', 'fragrant', 'plum', 'pear', 'lime', 'centre', 'malt', 'honey', 'short']"
2981,Glenmorangie 10 Year Old - The Original Craftman's Cup Gift Pack,51.54,Highland Whisky,Glenmorangie,Glenmorangie,10.0,40.0,,,,,,,,,,,,,,,"['fresh', 'balanced', 'vanilla', 'sweet', 'creamy_tiramisu', 'toffee', 'fruit', 'thick', 'rich', 'lemon', 'nectarine', 'apple', 'spice', 'long', 'gentle', 'malt', 'fruit']"
2982,Tormore 28 Year Old 1988 (cask 602) - The Single Malts of Scotland,171.99,Speyside Whisky,Tormore,The Single Malts of Scotland,28.0,63.3,,,,,,,,,,,,,,,"['toasted', 'marshmallow', 'peel', 'clove', 'melon', 'guava', 'pepper', 'oak', 'plenty', 'vanilla', 'dr', 'barley', 'drizzle', 'lemon']"
2983,Tullibardine 24 Year Old 1993 - North Star Spirits,143.04,Highland Whisky,Tullibardine,North Star Spirits,24.0,51.6,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"['peanut_brittle', 'sharp_green', 'apple', 'honey', 'white', 'chocolate', 'grass', 'malt', 'salted_caramel', 'white_pepper', 'almond_croissant', 'pine', 'nut', 'pecan']"
2984,Tobermory 20 Year Old,174.3,Island Whisky,Tobermory,Tobermory,20.0,46.3,,,,,,,,,,,,,,,"['salted', 'chocolate', 'yellow_plum', 'toffee', 'ginger', 'vanilla', 'light', 'sherry_cask', 'influence', 'raisin', 'fig', 'match', 'buttered', 'scone', 'basil', 'leaf']"
2985,Glenrothes Sherry Cask Reserve,49.68,Speyside Whisky,Glenrothes,Glenrothes,,40.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,"['orange_zest', 'cinnamon', 'ginger', 'spice', 'cask', 'swiftly', 'juicy', 'sultana', 'raisin', 'tin', 'wisp', 'earth', 'smoke', 'plump_raisin', 'ginger', 'crumbly', 'shortbread', 'sugar', 'walnut', 'oak', 'brown_sugar', 'citrus', 'peel', 'nutmeg', 'finish']"
2986,Glen Moray 25 Year Old 1991 (cask 11831) - Old Particular (Douglas Laing),139.04,Speyside Whisky,Glen Moray,Douglas Laing,25.0,51.5,,,,,,,,,,,,,,,"['stem_ginger', 'roasted_coffee', 'bean', 'lime', 'citrus', 'forward', 'orange_peel', 'fresh', 'grapefruit', 'earth', 'vanilla', 'oak', 'sweet', 'juicy', 'peach', 'mango', 'pineapple', 'brandy_snap']"
2987,"Tomatin 9 Year Old 2007 (casks 4920, 4921 & 4922) - Cask Strength (Gordon & MacPhail)",59.43,Highland Whisky,Tomatin,Gordon & MacPhail,9.0,58.5,False,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"['sweet', 'barley', 'subtle', 'smoke', 'caramel', 'walnut', 'vanilla', 'oak', 'pepper', 'spice', 'zest', 'citrus', 'blend', 'lemon', 'grapefruit', 'aroma', 'pine', 'forest', 'fresh', 'floral', 'bloom', 'medium_length', 'orange', 'cream', 'malt']"
2988,Fettercairn 20 Year Old 1997 (cask 13738) - Old Malt Cask (Hunter Laing),99.0,Highland Whisky,Fettercairn,Hunter Laing,20.0,50.0,,,,,,,,,,,,,,,"['menthol', 'basil', 'soft', 'oak', 'dark_chocolate', 'bitter', 'later', 'enjoyably', 'herbal', 'earth', 'sweet', 'custard', 'vanilla', 'biscuit', 'dr', 'spice', 'thyme']"
2989,Glentauchers 7 Year Old 2009 (cask 11361) - Provenance (Douglas Laing),39.53,Speyside Whisky,Glentauchers,Douglas Laing,7.0,46.0,,,,,,,,,,,,,,,"['barley', 'sugar', 'sweet', 'honey', 'hand', 'exotic_spice', 'gingerbread', 'hot_cross', 'bun', 'runny_honey', 'lemon', 'peel', 'pear', 'sweet', 'grist']"
2990,Glen Garioch 5 Year Old 2012 (cask 1200002406) (Scotland Grindlay),49.24,Highland Whisky,Glen Garioch,Scotland Grindlay,5.0,50.0,False,True,,,,,,,,,,,,,"['fragrant', 'honeyed', 'orchard_fruit', 'white', 'chocolate', 'cedar_wood', 'initially', 'helping', 'ground', 'nutmeg', 'white_pepper', 'spice', 'floral', 'sweet', 'plenty', 'white_grape', 'ripe', 'pear', 'chamomile', 'oil', 'malt', 'malt', 'vanilla', 'medium_length', 'finish']"
2991,Ardbeg 18 Year Old - Single Cask (Master of Malt),,Islay Whisky,Ardbeg,Master of Malt,18.0,56.3,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,"['ash', 'salt', 'big', 'kick', 'ardbegian', 'peat', 'mouth', 'oil', 'deep', 'oat_cake', 'currant', 'aroma', 'wax', 'lemon', 'peel', 'chilli', 'powder', 'kipper', 'soap', 'lead', 'sand', 'beach', 'violet', 'firm', 'aggressive', 'peat', 'depth', 'smoke', 'house', 'tropical_fruit', 'orange', 'whiff', 'brand', 'sweet', 'mincemeat', 'citrus', 'peel', 'soot', 'charcoal', 'citrus', 'fruit', 'seashell', 'dark_chocolate', 'form', 'sustained', 'finish', 'fresh', 'mint', 'imperial', 'mouth']"
2992,Octomore Masterclass_08.4 8 Year Old,171.99,Islay Whisky,Bruichladdich,Bruichladdich,8.0,58.7,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"['peat', 'thick', 'unrelenting', 'sweet', 'mellow', 'oak', 'syrup', 'pear', 'prickle', 'clove', 'apple', 'beaten', 'leather', 'coconut', 'heather', 'heavy', 'oak', 'char', 'muddy', 'phenolic', 'sweet', 'honeyed', 'malt', 'toffee', 'fudge', 'sparkle', 'black_pepper', 'floral', 'vanilla', 'sweet', 'popcorn', 'apple', 'coffee', 'ground', 'charred', 'oak', 'thick', 'ash']"
2993,Ben Nevis 27 Year Old 1990 (cask 1369) - Celebration Of The Cask (Càrn Mòr),177.96,Highland Whisky,Ben Nevis,Carn Mor,27.0,57.1,,,,,,,,,,,,,,,"['flaky_pastry', 'olive_oil', 'citrus', 'fresh', 'greengage', 'black_tea', 'lemon', 'peel', 'wood_smoke', 'barley', 'damson', 'pineapple', 'cinnamon']"
2994,Cardhu Gold Reserve Gift Pack with 2x Glasses,51.54,Speyside Whisky,Cardhu,Cardhu,,40.0,,,,,,,,,,,,,,,"['fairly', 'dry', 'biscuit', 'oak', 'cinnamon', 'development', 'toffee', 'apple', 'honeyed', 'stone_fruit', 'toffee', 'strawberry', 'red', 'apple', 'ginger', 'water', 'gentle', 'oak', 'milk_chocolate', 'caramel', 'digestive']"
2995,Inchgower 9 Year Old 2008 (cask 12028) - Provenance (Douglas Laing),40.08,Speyside Whisky,Inchgower,Douglas Laing,9.0,46.0,,,,,,,,,,,,,,,"['thick', 'vanilla', 'honey', 'barley', 'barley', 'lemon', 'coffee_bean', 'white', 'chocolate', 'cinnamon', 'pear']"
2996,Ben Nevis 15 Year Old 2001 (cask 12237) - Old Particular (Douglas Laing),91.68,Highland Whisky,Ben Nevis,Douglas Laing,12.0,48.4,,,,,,,,,,,,,,,"['oil', 'malt', 'honey', 'orange', 'pith', 'greengage', 'vanilla_pod', 'allspice', 'brown_sugar', 'menthol', 'lemon', 'cinnamon', 'aromatic', 'oak']"
2997,Bowmore 15 Year Old 2002 - Single Cask (Master of Malt),,Islay Whisky,Bowmore,Master of Malt,15.0,54.0,False,True,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"['fragrant', 'barley', 'waft', 'cooked', 'fruit', 'brown_sugar', 'seaweed', 'oak', 'slowly', 'coastal', 'soon', 'spearmint', 'lemon', 'peel', 'almond', 'sweet', 'final', 'oak', 'stick']"
2998,Port Charlotte 12 Year Old 2004 - Highland Laird (Bartels Whisky),107.2,Islay Whisky,Bruichladdich,Highland Laird,12.0,57.3,,True,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"['white', 'chocolate_brownie', 'salted_caramel', 'tarry_rope', 'vanilla', 'ash', 'pineapple', 'sea_breeze', 'sea_salt', 'crumbly', 'pastry']"
2999,Royal Brackla 10 Year Old 2006 - Highland Laird (Bartels Whisky),57.18,Speyside Whisky,Brackla,Bartels Whisky,10.0,59.8,,True,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"['barley', 'cream', 'lightly', 'spiced', 'grass', 'malt', 'honey', 'peanut', 'butter', 'gentle', 'leaf', 'subtle', 'sweet', 'wave', 'caramel', 'medium', 'finish', 'cinnamon']"
3000,Ben Nevis 26 Year Old 1991 (cask 2377) - Cask Strength Collection (Signatory),163.91,Highland Whisky,Ben Nevis,Signatory,26.0,57.3,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,"['red_chilli', 'milk_chocolate', 'tobacco', 'oak', 'porridge', 'blueberry', 'raspberry', 'meaty_malt', 'sawdust', 'rancio', 'coffee_bean']"
3001,Dalmore 20 Year Old - Vintage 1996,515.97,Highland Whisky,Dalmore,Dalmore,20.0,45.0,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"['gingerbread', 'damson', 'plum', 'passion_fruit', 'blackcurrant', 'rich', 'coffee_bean', 'praline', 'chocolate', 'caramelised', 'pineapple', 'sanguinello', 'blood', 'orange', 'marzipan']"
3002,Springbank 12 Year Old 1991 Bourbon Wood,,Campbeltown Whisky,Springbank,Springbank,12.0,58.5,,True,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"['rich', 'punch', 'beeswax', 'solid', 'peat', 'rise', 'meat', 'kipper', 'sugar', 'aniseed', 'sweet', 'oak', 'solid', 'tannin', 'herbal', 'winter_spice', 'chilli', 'calvados', 'beeswax', 'apple', 'peel', 'cereal', 'oats', 'hay', 'finish', 'long', 'herbal', 'superb', 'integration', 'flavour']"
3003,Secret Speyside 20 Year Old 1996 (cask 600007) - Mystery Malt (Murray McDavid),104.68,Scotch Whisky,Murray McDavid,Murray McDavid,20.0,46.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,"['prune', 'hazelnut', 'underlying', 'dark_chocolate', 'mousse', 'huge', 'waft', 'dark', 'fruit', 'drizzle', 'honey', 'spiced', 'rum', 'clove', 'oak', 'plum', 'sweet']"
3004,Speyside 24 Year Old 1993 (cask 15001) - The First Editions (Hunter Laing),122.66,Speyside Whisky,Speyside,Hunter Laing,24.0,59.4,,True,,,,,,,,,,,,,"['roasted_chestnut', 'honeyed_cereal', 'sea_salt', 'cinnamon', 'dark_chocolate', 'fruit', 'banana_chip', 'pine_resin', 'dark_chocolate']"
3005,Ardbeg 2000 (bottled 2018) (cask 18010) - Malts of Scotland,,Islay Whisky,Ardbeg,Malts of Scotland,,51.5,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,"['slightly', 'meat', 'savoury', 'sweet', 'rich', 'oloroso', 'demerara_sugar', 'new_leather', 'tomato_stem', 'cinnamon', 'chocolate', 'orange', 'light', 'whiff', 'oak', 'polished', 'oak', 'seaweed', 'chocolate']"
3006,Macduff 8 Year Old 2009 (cask 11725) - Provenance (Douglas Laing),36.7,Highland Whisky,Macduff,Douglas Laing,8.0,46.0,,,,,,,,,,,,,,,"['cake', 'y', 'delicious', 'cherry_bakewell', 'away', 'layer', 'victoria_sponge', 'stem_ginger', 'vanilla_essence', 'sponge_cake', 'apple', 'apricot', 'black_pepper', 'cumin']"
3007,Tamdhu 10 Year Old,38.87,Speyside Whisky,Tamdhu,Tamdhu,10.0,40.0,,,,,,,,,,,,,,,"['soft', 'red', 'fruit', 'brown_sugar', 'clove', 'chocolate', 'brazil_nut', 'dry', 'orange_peel', 'red_wine', 'pecan', 'raspberry_jam', 'crystallised_ginger', 'cacao', 'juicy', 'blackcurrant']"
3008,Balvenie Peat Week Aged 14 Year Old - 2003 Vintage,68.69,Speyside Whisky,Balvenie,Balvenie,14.0,48.3,,,,,,,,,,,,,,,"['butterscotch', 'roasted', 'apricot', 'light', 'floral', 'malt', 'enjoyably', 'toasted', 'heather', 'stroopwafel', 'coffee', 'orange_peel', 'dry', 'cedar', 'earth', 'peat', 'runny', 'honey']"
3009,Caol lla 11 Year Old 2006 (cask 308737) - Celebration of the Cask (Càrn Mòr),98.36,Islay Whisky,Caol Ila,Carn Mor,11.0,57.6,,True,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"['cedar', 'sea_breeze', 'white', 'chocolate_brownie', 'camphor', 'earth', 'vanilla', 'candle_wax', 'salted_butter', 'oatcake', 'lemon', 'peel']"
3010,Longrow 16 Year Old 2001 - Single Cask,,Campbeltown Whisky,Springbank,Springbank,16.0,54.3,,True,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"['roasted_coffee', 'bean', 'oily_walnut', 'grapefruit', 'granola', 'cigar_box', 'lime', 'peel', 'white', 'chocolate', 'earth', 'smoke', 'match', 'tcp', 'leather', 'apricot', 'earth']"
3011,Gingerbread House 1998 (bottled 2017) - Wemyss Malts (Mortlach),139.02,Speyside Whisky,Mortlach,Wemyss Malts,,46.0,,,,,,,,,,,,,,,"['clove', 'cinnamon', 'oak', 'apple_turnover', 'roasted', 'barley', 'honey', 'ham', 'demrara', 'sugar', 'mint', 'toffee', 'crisp', 'bar']"
3012,Linkwood 22 Year Old 1995 (casks 5961 & 5962) - Signatory,77.34,Speyside Whisky,Linkwood,Signatory,22.0,43.0,,,,,,,,,,,,,,,"['ginger', 'malt_loaf', 'quince', 'green_tea', 'fragrance', 'sweet', 'green', 'tea', 'caramel', 'apple', 'citrus', 'grass', 'chocolate', 'biscuit']"
3013,Edradour 10 Year Old 2008 (cask 9) - Un-Chillfiltered Collection (Signatory),52.81,Highland Whisky,Edradour,Signatory,,46.0,,,,,,,,,,,,,,,"['baked', 'fruit', 'tobacco', 'dark_chocolate', 'milky_coffee', 'malt_loaf', 'ginger', 'new_leather', 'late', 'finish']"
3014,Lemon Butter Sole 2002 (bottled 2017) - Wemyss Malts (Bunnahabhain),87.48,Islay Whisky,Bunnahabhain,Wemyss Malts,,46.0,,,,,,,,,,,,,,,"['rounded', 'citrus', 'cream', 'caramel', 'salt', 'n', 'pepper', 'crisps', 'rock_pool', 'buttercup', 'quince', 'fresh', 'honeydew_melon', 'cedar', 'spice', 'warmth']"
3015,Ben Nevis 20 Year Old 1997 (cask 70) - Kingsbury,107.38,Highland Whisky,Ben Nevis,Kingsbury,20.0,57.3,,True,,,,,,,,,,,,,"['meaty_malt', 'sherry', 'peel', 'vanilla_pod', 'blueberry_muffin', 'cocoa', 'candle_wax', 'praline', 'tobacco', 'coconut', 'date', 'milk_chocolate']"
3016,Hazelburn 10 Year Old 2007 - Single Cask,,Campbeltown Whisky,Springbank,Springbank,10.0,53.9,,True,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"['oil', 'barley', 'hazelnuts', 'cassia', 'bark', 'menthol', 'intense', 'orchard_fruit', 'sweet', 'apple', 'pear', 'maybe', 'white_grape', 'cream', 'vanilla', 'sugar', 'butterscotch', 'sponge_cake', 'plenty', 'oak', 'y', 'black_pepper', 'background']"
3017,Dufftown 2008 (bottled 2017) (cask 870) - Spirit & Cask Range,54.05,Speyside Whisky,Dufftown,Whiskymax,,46.0,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,"['rich', 'barley', 'malt', 'brown_sugar', 'seedless_raisin', 'hazelnut', 'freshly_grass', 'fizz', 'oak', 'spice', 'backdrop', 'candy', 'nut', 'zest', 'orange_peel', 'cedar', 'furniture_polish', 'orange', 'return', 'brown_sugar']"
3018,Highland Park 22 Year Old 1995 (cask 2476) - Celebration of the Cask (Càrn Mòr),278.77,Island Whisky,Highland Park,Carn Mor,22.0,54.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,"['mineral', 'forward', 'swiftly', 'sultana', 'chocolate', 'cinnamon', 'clove', 'fragrant', 'oak', 'arrive', 'big', 'wave', 'oloroso', 'rich', 'black_pepper', 'dark_chocolate', 'sea_salt']"
3019,Bunnahabhain 12 Year Old 2005 (cask 11899) - Provenance (Douglas Laing),63.39,Islay Whisky,Bunnahabhain,Douglas Laing,12.0,46.0,,,,,,,,,,,,,,,"['soft', 'lemon', 'caramel', 'oil', 'malt', 'sweet', 'honey', 'vanilla', 'plenty', 'green_apple', 'sweet', 'subtle', 'menthol', 'caraway']"
3020,Auchentoshan 32 Year Old 1973,,Lowland Whisky,Auchentoshan,Auchentoshan,32.0,55.5,,,,,,,,,,,,,,,"['dry', 'fruit', 'lurid', 'dark', 'sweet', 'barley', 'copper', 'oaked', 'rusty', 'honey', 'sultana', 'vinous', 'green', 'fruit', 'short', 'power']"
3021,Bowmore 15 Year Old 2002 (cask 12058) - Old Particular (Douglas Laing),,Islay Whisky,Bowmore,Douglas Laing,15.0,48.4,,,,,,,,,,,,,,,"['citrus', 'toasted', 'vanilla', 'coastal_air', 'pepper', 'peat', 'floral', 'malt', 'underneath', 'bonfire_ember', 'pecan']"
3022,Drinks by the Dram Single Cracker - Isle of Jura 21 Year Old,9.16,Island Whisky,Jura,Drinks by the Dram,21.0,44.0,,,,,,,,,,,,,,,"['winter', 'cake', 'damson_jam', 'marzipan', 'uprising', 'fruit', 'winter_spice', 'fudge', 'fragrant', 'toffee', 'fudge', 'vanilla', 'spread', 'sweet', 'nut', 'honeyed', 'tone', 'tokaji', 'port', 'medium_length', 'chew', 'oak', 'tannin']"
3023,Hazelburn 13 Year Old 2004 Sherry Wood,,Campbeltown Whisky,Springbank,Springbank,13.0,47.4,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,"['coffee', 'dense', 'chocolate', 'orange_oil', 'treacle', 'espresso_bean', 'oak', 'plum', 'raw', 'cinnamon', 'fruit', 'cacao']"
3024,BenRiach 10 Year Old 2008 (cask 5807),85.99,Speyside Whisky,BenRiach,BenRiach,10.0,59.7,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,"['sugar', 'coffee', 'lemon', 'peel', 'peanut_brittle', 'mint', 'honey', 'nectarine', 'sugar', 'beeswax', 'brioche', 'mint', 'dark_chocolate', 'fresh', 'pear']"
3025,Blair Athol 23 Year Old 1995 (cask 15030) - The Old Malt Cask (Hunter Laing),107.72,Highland Whisky,Blair Athol,Hunter Laing,23.0,50.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,"['black', 'liquorice', 'earth', 'malt', 'chocolate', 'raisin', 'soft', 'woodsmoke', 'layer', 'raspberry', 'strawberry', 'spice', 'fore', 'cinnamon', 'clove', 'wax', 'orange']"
3026,Islay 8 Year Old 2008 (The Whisky Agency),108.27,Scotch Whisky,The Whisky Agency,The Whisky Agency,8.0,50.2,,,,,,,,,,,,,,,"['potent', 'power', 'peat', 'prickle', 'pepper', 'peanut_shell', 'interesting', 'savoury', 'vegetal', 'tone', 'sweet', 'vanilla', 'refreshing', 'coastal', 'spray', 'temper', 'smoke', 'sulphur', 'backdrop', 'freshly', 'cedar', 'lemon_zest', 'complement', 'gentle', 'beeswax', 'sweet', 'citric', 'dr', 'present', 'medium_length', 'finish']"
