,name,palate_tokenized,nose_tokenized,finish_tokenized,price,region,distillery,bottler,age,ABV,chill_filter,cask_strength,maturation_bourbon,maturation_brandy,maturation_marsala,maturation_oak,maturation_port,maturation_red wine,maturation_rum,maturation_rye,maturation_sauternes,maturation_sherry,maturation_white wine,maturation_wine
3555,Kilchoman Loch Gorm 2017 Release,"['rich', 'chocolate', 'cinnamon', 'clove', 'peat_smoke']","['orange', 'lemon', 'rich', 'peat', 'fruit']","['long', 'body', 'balance', 'sweet', 'smoke']",77.92,Islay Whisky,Kilchoman,Kilchoman,,46.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
3556,Lg7 - Elements of Islay (Lagavulin),"['bbq', 'ember', 'ham', 'honey', 'peanut', 'sugar']","['honeycomb', 'fig', 'toasted', 'vanilla_pod', 'particularly', 'meaty_malt', 'core']","['long', 'rich', 'smoke', 'sea_salt', 'sugared', 'peel']",74.48,Islay Whisky,Lagavulin,Elements of Islay,,56.8,,,,,,,,,,,,,,
3557,Glenlivet 33 Year Old 1977 - Mission Gold (Murray McDavid),"['caramel', 'nutty', 'chocolate', 'honeycomb', 'almond', 'meaty_malt']","['flaky_pastry', 'ripe', 'grape', 'plenty', 'oak', 'bitter', 'hop', 'light', 'whiff', 'tobacco', 'smoke', 'later']","['long', 'apricot', 'fudge', 'piece']",362.14,Speyside Whisky,The Glenlivet,Murray McDavid,33.0,47.7,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3558,Craigellachie 21 Year Old (cask 13740) - Old Malt Cask (Hunter Laing),"['apple', 'peel', 'white_grape', 'chocolate_mousse', 'spiced_rum']","['treacle_tart', 'malt_loaf', 'mocha']","['long', 'berry', 'pinch', 'cardamom']",97.74,Speyside Whisky,Craigellachie,Hunter Laing,21.0,50.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
3559,Knockdhu 10 Year Old 2006 - Small Batch (WM Cadenhead),"['vanilla', 'thing', 'citrus', 'blossom', 'juicy', 'blueberry', 'subtly', 'bitter', 'oak']","['barley', 'forward', 'slightly', 'funk', 'fruity_ester', 'cedar']","['nutty', 'sweet']",60.93,Highland Whisky,Knockdhu,WM Cadenhead,10.0,56.5,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3560,Glenburgie 8 Year Old 2007 (bottled 2016)  - Hepburn's Choice (Langside),"['malt_loaf', 'toasted', 'oak', 'stave', 'strawberry']","['wine_like', 'sweet', 'red_berry', 'chocolate', 'layer', 'wet', 'earth', 'orchard_fruit']","['medium_length', 'grass', 'finish']",44.15,Speyside Whisky,Glenburgie,Langside Distillers,8.0,46.0,,,,,,,,,,,,,,
3561,Glenlossie 20 Year Old 1997 (cask 1137 & 1138) - Un-Chillfiltered Collection (Signatory),"['cream', 'vanilla', 'brown_bread', 'white', 'wine', 'spice', 'almond']","['sawdust', 'red', 'apple', 'squeeze', 'citrus', 'incense']","['nutty', 'finish', 'chocolate', 'peanut', 'oily_walnut']",49.09,Speyside Whisky,Glenlossie,Signatory,20.0,46.0,,,,,,,,,,,,,,
3562,Royal Brackla 4 Year Old 2011 (cask 939399) - The Octave (Duncan Taylor),"['gummy', 'bears', 'jam', 'tart', 'heart', 'cooking_spice']","['peanut_brittle', 'nougat', 'grist', 'fruity_ester']","['heat', 'light', 'vanilla']",,Speyside Whisky,Brackla,Duncan Taylor,4.0,51.5,,,,,,,,,,,,,,
3563,Glen Grant 1952 (Gordon & MacPhail),"['abundance', 'rich', 'chew', 'nut', 'like', 'flavour', 'oil', 'texture', 'smoke', 'heather', 'root', 'butterscotch', 'christmas_pudding', 'brandy']","['sublime', 'laden', 'christmas', 'spice', 'mixed_peel', 'sherry', 'like', 'aroma', 'sultana', 'time_glass', 'calf_leather', 'resin', 'thyme', 'freshly', 'earth', 'banana_chip', 'vanilla', 'sweet']","['malt', 'rich', 'christmas', 'spice', 'faint', 'wisp', 'wood', 'smoke']",,Speyside Whisky,Glen Grant,Gordon & MacPhail,,40.0,,,,,,,,,,,,,,
3564,BenRiach 9 Year Old 2008 (cask 7880),"['slightly', 'sickly', 'syrup', 'spice', 'oak', 'muscle', 'temper']","['aroma', 'orange', 'peat', 'almond', 'wood', 'tinge']","['long', 'oak', 'sweet', 'peat']",80.2,Speyside Whisky,BenRiach,BenRiach,9.0,59.6,False,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3565,Ardmore 8 Year Old 2008 - Claxton's,"['peat', 'earth', 'element']","['medicinal_peat', 'soft', 'lemon', 'peel', 'fresh']","['boiled', 'orange', 'sweetie', 'sea_breeze']",,Highland Whisky,Ardmore,Claxton's,8.0,55.1,,,,,,,,,,,,,,
3566,Mortlach 14 Year Old 2002 (casks 12598 & 12599) (Signatory),"['poached_pear', 'cream', 'exotic_spice', 'waft', 'smoke', 'caramel']","['toasted', 'walnut', 'wood_shaving', 'rounded', 'citrus', 'layer', 'honey']","['robust', 'barley', 'charred', 'oak', 'spice']",46.04,Speyside Whisky,Mortlach,Signatory,14.0,43.0,,,,,,,,,,,,,,
3567,Ben Nevis 25 Year Old 1991 (cask 2379) - Cask Strength Collection (Signatory),"['malt', 'raisin', 'milk', 'button', 'smoke']","['blueberries', 'golden_syrup', 'banana_fritter', 'strong_coffee']","['cigar_box', 'christmas_cake', 'fig']",134.95,Highland Whisky,Ben Nevis,Signatory,25.0,53.6,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
3568,Glenburgie 36 Year Old 1980 - Old & Rare Platinum (Hunter Laing),"['allspice', 'pinch', 'cumin', 'wax', 'red', 'apple', 'tobacco']","['seville_orange', 'marmalade', 'new_leather', 'raspberry', 'heart', 'malt']","['black_pepper', 'citrus', 'peel', 'crumbly', 'pastry']",402.07,Speyside Whisky,Glenburgie,Hunter Laing,36.0,47.4,,,,,,,,,,,,,,
3569,Linkwood 37 Year Old 1978 (Special Release 2016),"['yum', 'yum', 'doughnut', 'initially', 'fruit', 'especially', 'freeze', 'strawberry', 'fore']","['meat', 'apple', 'core', 'hand', 'malted_barley', 'vanilla', 'soon', 'tropical_fruit', 'floral']","['oak', 'sprinkling', 'cocoa', 'grated', 'milk_chocolate']",715.18,Speyside Whisky,Linkwood,Linkwood,37.0,50.3,,True,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3570,Bruichladdich 26 Year Old 1990 (cask 161) - Cask Strength Collection (Signatory),"['black', 'liquroice', 'orange', 'cherry', 'savoury', 'oak']","['roasted_nut', 'guava', 'chocolate', 'raisin', 'clove']","['salted_butter', 'cinnamon', 'blackcurrant']",,Islay Whisky,Bruichladdich,Signatory,26.0,53.4,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
3571,Caol Ila 36 Year Old 1980 (cask 11491) - Xtra Old Particular (Douglas Laing),"['surprisingly', 'sweet', 'oil', 'mouth', 'salt', 'smoke', 'plus', 'orange_peel']","['salt', 'character', 'soft', 'leather', 'citrus', 'fresh']","['long', 'complex', 'oak', 'leather', 'beeswax', 'polished', 'antique', 'furniture']",,Islay Whisky,Caol Ila,Douglas Laing,36.0,57.4,,,,,,,,,,,,,,
3572,Old Pulteney Clipper Commemorative Bottle,"['fruit', 'cake', 'plenty', 'orange_peel', 'mix', 'runny_honey', 'sea_breeze']","['cream', 'vanilla', 'cocoa', 'apple', 'pie', 'fruit', 'cake']","['long', 'finish', 'coastal_air']",57.83,Highland Whisky,Pulteney,Pulteney,,46.0,False,,,,,,,,,,,,,
3573,Glenburgie 21 Year Old 1995 (cask 6498) - Cask Strength Collection (Signatory),"['crunchy', 'almond', 'rice', 'krispies', 'milk', 'marmalade', 'toasted', 'bread']","['butterscotch', 'mango', 'strawberry', 'orange_peel']","['oil', 'malt', 'peach']",,Speyside Whisky,Glenburgie,Signatory,21.0,50.1,,,,,,,,,,,,,,
3574,Mortlach 1981 (bottled 2015) (Gordon & MacPhail),"['peanut', 'skin', 'gooseberry', 'cinnamon', 'citrus', 'fruit_salad']","['nutty', 'hay', 'honeyed', 'fruit', 'sultana', 'dry', 'spice']","['toffee', 'nut', 'brittle', 'salted_caramel']",,Speyside Whisky,Mortlach,Gordon & MacPhail,,43.0,,,,,,,,,,,,,,
3575,Highland Park 21 Year Old (Old Bottling),"['sweet', 'aniseed', 'ball', 'muscovado_sugar', 'smoke', 'apple_crumble']","['sweet', 'sherry', 'balsamic', 'toffee', 'centre']","['raisin', 'aniseed', 'exotic']",,Island Whisky,Highland Park,Highland Park,21.0,47.5,False,False,,,,,,,,,,,,
3576,Arran Smugglers' Series Volume Three - The Exciseman,"['tongue', 'apple', 'vanilla', 'abundance', 'dry', 'sweet', 'rounded', 'mouthfeel', 'addition', 'water', 'beauty', 'light', 'sweet', 'lemon']","['rich', 'honeyed', 'character', 'immediate', 'luxuriously', 'decadent', 'fresh', 'coastal', 'character', 'evident', 'apple', 'vanilla', 'spice', 'subtly', 'present', 'toasted', 'oak']","['long', 'luxurious', 'delightfully', 'fresh', 'apple', 'citrus', 'light', 'character', 'whilst', 'body', 'solidly', 'complex', 'robust', 'typical', 'arran', 'layer', 'sweet']",106.58,Island Whisky,Arran,Arran,,56.8,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3577,Persian Anise 1992 (bottled 2016) - Wemyss Malts (Longmorn),"['runny_caramel', 'brown_bread', 'sponge_cake', 'fresh', 'barley']","['floral', 'selection', 'freshly', 'herb']","['liquorice_root', 'oak']",127.31,Speyside Whisky,Longmorn,Wemyss Malts,,46.0,,,,,,,,,,,,,,
3578,Glenfiddich Rich Oak,"['bourbon', 'sweet', 'lot', 'general', 'fruit', 'smooth']","['lot', 'oak', 'influence', 'fruit', 'nutmeg', 'cinnamon', 'bourbon', 'fruit', 'date']","['nutty', 'good_length', 'toast', 'char', 'fruit']",43.95,Speyside Whisky,Glenfiddich,Glenfiddich,14.0,40.0,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3579,"Bunnahabhain 8 Year Old 2009 (casks 326, 327 & 329) - Cask Strength (Gordon & MacPhail)","['juicy', 'sherry', 'peel', 'sultana', 'rum', 'load', 'demerara_sugar', 'spice']","['pear', 'cinnamon', 'robust', 'malt', 'roasted_nut', 'rose_petal']","['dark_chocolate', 'pineapple', 'finish']",54.53,Islay Whisky,Bunnahabhain,Gordon & MacPhail,8.0,59.0,,True,,,,,,,,,,,,
3580,Bunnahabhain 11 Year Old 2006 (cask 3272) - Chieftain's (Ian Macleod),"['rounded', 'oloroso', 'sweet', 'whiff', 'peat', 'initially', 'ester', 'fruit', 'oily_walnut', 'barley', 'sugar', 'fruitcake']","['malt', 'chocolate', 'thick', 'toffee', 'toast', 'barley', 'tobacco', 'lead', 'heaped_spoon', 'sultanas', 'underneath']","['golden_syrup', 'cake', 'coffee_bean']",84.8,Islay Whisky,Bunnahabhain,Bunnahabhain,11.0,48.0,False,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
3581,Ledaig 6 Year Old 2010 (casks 700316 & 700317) - Un-Chillfiltered Collection (Signatory),"['bbq_char', 'intense', 'vanilla', 'sugared_peel']","['sea_shell', 'buttered', 'rye_bread', 'green', 'banana', 'load', 'smoke']","['pepper', 'subtly', 'herbal']",36.86,Island Whisky,Tobermory,Signatory,6.0,46.0,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3582,The Glenrothes 2006 (bottled 2017),"['seville_orange', 'marmalade', 'zest', 'tropical_fruit', 'layer', 'caramel', 'cinnamon']","['brand', 'cherry', 'fruity_ester', 'treacle_tart']","['chocolate', 'slightly', 'earth']",77.92,Speyside Whisky,Glenrothes,Glenrothes,,67.2,,,,,,,,,,,,,,
3583,Glenrothes 19 Year Old 1997 (cask T497) - The Single Cask,"['brioche', 'coffee', 'nutty', 'chocolate', 'prune', 'helping', 'vanilla', 'y', 'malt', 'background']","['dry', 'fig', 'sugar', 'oodle', 'chocolate', 'sherry', 'orange_peel']","['roasted_coffee', 'bean', 'menthol']",,Speyside Whisky,Glenrothes,The Single Cask,19.0,58.0,,,,,,,,,,,,,,
3584,Ballechin 11 Year Old 2005 (cask 384) - Straight From The Cask,"['jammy', 'red', 'fruit', 'lip', 'smackingly', 'sweet', 'oak', 'grass', 'support']","['salted', 'pepper', 'cracker', 'truffle_oil', 'raisin', 'apricot']","['bbq', 'meat', 'honey', 'glaze']",71.0,Highland Whisky,Edradour,Edradour,11.0,55.7,,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3585,anCnoc Stack,"['lemon', 'cheesecake', 'thick', 'biscuit', 'base', 'dark_chocolate', 'earth', 'peat_smoke']","['vegetal', 'oak', 'cereal', 'helping', 'orange_peel']","['fruit', 'balanced', 'peat', 'smoke']",76.93,Highland Whisky,Knockdhu,Knockdhu,,46.0,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3586,Auchroisk 21 Year Old 1994 (cask 12126) - The First Editions (Hunter Laing),"['fragrant', 'grapefruit', 'lemon', 'peel', 'vanilla', 'ice_cream', 'mint', 'chocolate']","['cherry', 'sugar', 'soft', 'peach', 'exotic_spice']","['cream', 'herbal', 'tea']",107.84,Speyside Whisky,Auchroisk,Hunter Laing,21.0,57.6,,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3587,Arran 2006 (bottled 2016) - Connoisseurs Choice (Gordon & MacPhail),"['barley', 'pepper', 'oak', 'tropical_fruit', 'sweet', 'mid']","['bramley_apple', 'maple_syrup', 'coastal_air', 'peach']","['toasted', 'nut', 'vanilla', 'forward', 'malt']",43.69,Island Whisky,Arran,Gordon & MacPhail,,46.0,,,,,,,,,,,,,,
3588,Bladnoch Talia 25 Year Old - New Oak Finish,"['silk', 'gingerbread', 'honey', 'vanilla', 'sweet', 'oak', 'seville_orange', 'coconut', 'biscuit', 'malt']","['elegant', 'mature', 'old_leather', 'wax', 'cedar', 'polished_oak', 'ginger', 'vanilla', 'malt', 'green_apple']","['sweet', 'citrus', 'honeycomb', 'sweet', 'oak', 'soft', 'gently']",277.26,Lowland Whisky,Bladnoch,Bladnoch,25.0,49.2,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3589,Bowmore 21 Year Old 1995 - Single Cask (Master of Malt),"['body', 'rich', 'tropical_fruit', 'plus', 'toasted', 'pineapple', 'fig', 'smoke', 'earth', 'floral', 'plus', 'load', 'sweet', 'cinnamon', 'cumin', 'good', 'dose', 'oak', 'influence', 'wood', 'vanilla_pod', 'influence']","['rich', 'old', 'book', 'ish', 'treacle', 'raspberry', 'pineapple', 'date', 'pine_needle', 'forest_floor', 'menthol', 'smoke', 'bonfire', 'following', 'morning']","['drying', 'long', 'earth', 'bonfire', 'smoke', 'swoosh']",,Islay Whisky,Bowmore,Master of Malt,21.0,54.7,False,True,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3590,Edradour 14 Year Old 2002 (cask 1419) Natural Cask Strength - Ibisco Decanter,"['chew', 'caramel', 'honey', 'mint', 'chocolate_chip', 'ice_cream']","['sherry', 'wave', 'chocolate', 'raisin', 'rounded', 'barley']","['mint', 'chocolate', 'chip', 'ice_cream', 'strawberry', 'sauce']",89.38,Highland Whisky,Edradour,Signatory,14.0,54.7,,,,,,,,,,,,,,
3591,Longmorn 21 Year Old 1993 (cask 0854) - The Coopers Choice (The Vintage Malt Whisky Co.),"['grapefruit', 'orange', 'dry', 'oak', 'fresh', 'pastry']","['porridge', 'good_helping', 'honey', 'cinnamon', 'light', 'coffee', 'orange_peel']","['power', 'vanilla', 'rum_raisin']",90.34,Speyside Whisky,Longmorn,The Vintage Malt Whisky Co.,21.0,46.0,,,,,,,,,,,,,,
3592,Hedgerow Berries 1996 (bottled 2016) - Wemyss Malts (Glenrothes),"['caramel', 'rich', 'malt', 'underlying', 'sawdust', 'blueberry', 'honeydew_melon']","['clear', 'wemyss', 'hedgerow', 'berry', 'right_start', 'oodle', 'red_berry', 'sweet']","['subtle', 'oak', 'y', 'spice', 'fruit', 'jam']",98.72,Speyside Whisky,Glenrothes,Wemyss Malts,,46.0,,,,,,,,,,,,,,
3593,MacPhail's 15 Year Old - (Gordon and MacPhail),"['smoke', 'quickly', 'chocolate', 'raisin']","['soft', 'ripe', 'melon', 'fudge', 'slight', 'oak']","['sugar', 'spiced', 'finish']",51.56,Other Scotch Whisky,Gordon & MacPhail,Gordon & MacPhail,15.0,40.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
3594,Glenlivet 10 Year Old 2006 (cask 901274) - Un-Chillfiltered Collection (Signatory),"['malt', 'grist', 'hop', 'plum']","['chocolate', 'treacle', 'good_kick', 'cinnamon']","['christmas_cake', 'stem_ginger']",51.27,Speyside Whisky,The Glenlivet,Signatory,10.0,46.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
3595,Hazelburn 8 Year Old First Edition - Still Label,"['cinnamon', 'clove', 'buttered_toast']","['foam_banana', 'vanilla_pod', 'cereal', 'orange', 'oil']","['pink_peppercorn', 'sugar']",,Campbeltown Whisky,Springbank,Springbank,8.0,46.0,,,,,,,,,,,,,,
3596,Port Askaig 14 Year Old,"['rye_bread', 'salted_butter', 'oatcake', 'toasted', 'cinnamon']","['brown_sugar', 'pancake', 'banana', 'whiff', 'charred_oak']","['light', 'smoke', 'fresh', 'apricot']",77.77,Islay Whisky,Port Askaig,Port Askaig,14.0,45.8,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3597,The Glenlivet 18 Years Old Buiternach - Single Cask Edition,"['nutella', 'apricot', 'almond', 'honey']","['wood', 'cinnamon', 'zest', 'mango', 'guava']","['sharp_green', 'apple', 'chocolate']",317.84,Speyside Whisky,The Glenlivet,The Glenlivet,18.0,52.6,,,,,,,,,,,,,,
3598,"Glentauchers 17 Year Old 1998 (casks 2410, 2412 & 2416) - Cask Strength (Gordon & Macphail)","['milk_chocolate', 'dry', 'pepper', 'clove', 'nutty', 'oak']","['malt', 'red', 'apple', 'slightly_herbal', 'apricot', 'candied_ginger']","['spiced', 'sultana']",85.77,Speyside Whisky,Glentauchers,Gordon & MacPhail,17.0,56.8,,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
3599,Ar8 - Elements of Islay (Ardbeg),"['pistachio', 'ice_cream', 'freshly', 'citrus', 'peel', 'wave', 'smoke']","['new_leather', 'date', 'peanut', 'tea', 'cake', 'seaweed']","['oak', 'y', 'finish', 'juicy', 'peach', 'toast', 'peat']",,Islay Whisky,Ardbeg,Elements of Islay,,54.3,,,,,,,,,,,,,,
3600,Royal Brackla 1998 (bottled 2015) - Connoisseurs Choice (Gordon & MacPhail),"['cream', 'load', 'malt', 'caramel', 'sharp', 'apple', 'grass']","['raisin', 'cake', 'plenty', 'icing', 'apricot', 'slightly', 'nutty']","['allspice', 'black_pepper']",,Speyside Whisky,Brackla,Gordon & MacPhail,,46.0,,,,,,,,,,,,,,
3601,Benrinnes 8 Year Old 2008 (cask 11326) - Provenance (Douglas Laing),"['juicy', 'berry', 'orange_segment', 'light', 'cedar', 'underneath']","['fresh', 'citrus', 'peel', 'vanilla', 'rich', 'malt', 'baked', 'apple']","['long', 'particularly', 'pepper']",36.54,Speyside Whisky,Benrinnes,Douglas Laing,8.0,46.0,,,,,,,,,,,,,,
3602,Bunnahabhain 8 Year Old 2008 (cask 3813473) - The Octave (Duncan Taylor),"['toasted', 'brown_sugar', 'gingernut_biscuit', 'flint']","['salted_caramel', 'porridge', 'raisin', 'honey']","['red_grape', 'menthol', 'waft', 'lavender']",,Islay Whisky,Bunnahabhain,Duncan Taylor,8.0,53.2,,,,,,,,,,,,,,
3603,Glentauchers 26 Year Old 1990 - Small Batch (WM Cadenhead),"['fruitier', 'pomegranate', 'melon', 'green_apple', 'enjoyably', 'oak', 'y', 'element']","['robust', 'oak', 'coffee_bean', 'caramel', 'background']","['long', 'spiced']",141.53,Speyside Whisky,Glentauchers,WM Cadenhead,26.0,52.6,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3604,Auchroisk 23 Year Old 1990 (cask 21752) (Berry Bros. & Rudd),"['fresh', 'fruit', 'green_apple', 'apricot', 'slightly_grassy']","['passion_fruit', 'raspberry', 'helping', 'filo_pastry', 'vegetal', 'oak']","['fennel', 'mint', 'caramel', 'sauce']",117.86,Speyside Whisky,Auchroisk,Berry Brothers and Rudd,23.0,46.0,,,,,,,,,,,,,,
3605,Craigellachie 13 Year Old 2003 (cask 127) - Cask Collection (A. D. Rattray),"['toasted', 'pine_nut', 'charred_oak', 'pineapple_mango', 'cinnamon']","['apple', 'pie', 'custard', 'cocoa_powder', 'dollop', 'honey']","['oak', 'y', 'maple_syrup', 'sweet']",71.09,Speyside Whisky,Craigellachie,A. D. Rattray,13.0,58.9,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3606,Glen Ord 12 Year Old 2004 (cask 152) (Adelphi),"['earth', 'nutmeg', 'barley', 'caramel']","['toasted', 'crumpet', 'dry', 'hay', 'juicy', 'barley', 'beeswax']","['smoke', 'right', 'finish']",117.96,Highland Whisky,Glen Ord,Adelphi,12.0,57.2,,,,,,,,,,,,,,
3607,Ledaig 6 Year Old 2010 (casks 700328 & 700329) - Un-Chillfiltered Collection (Signatory),"['fruity_ester', 'smoke', 'pineapple', 'sea_salt']","['grist', 'power', 'plenty', 'peated']",['pepper'],36.86,Island Whisky,Tobermory,Signatory,6.0,46.0,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3608,Tobermory 21 Year Old 1995 (cask 93841) - Chieftain's (Ian Macleod),"['new_leather', 'walnut', 'fizz', 'orange', 'demerara_sugar', 'grist']","['toasted', 'barley', 'vanilla', 'honey', 'butter', 'wave', 'nutmeg', 'walnut']","['spice', 'powder', 'dark_chocolate', 'sharp_green', 'apple']",126.13,Island Whisky,Tobermory,Ian Macleod,21.0,53.8,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
3609,Bunnahabhain 26 Year Old 1990 - North Star Spirits,"['honey', 'vanilla', 'burst', 'spice', 'character', 'nutty', 'point', 'slightly', 'vegetal']","['fragrant', 'citrus_blossom', 'coastal_air', 'dry', 'barley', 'fresh', 'blueberry']","['smoke', 'finish']",,Islay Whisky,Bunnahabhain,North Star Spirits,26.0,51.1,,,,,,,,,,,,,,
3610,Ben Nevis 24 Year Old 1991 (cask 3836) - Cask Strength Collection (Signatory),"['chocolate', 'peanut', 'strawberry', 'vine', 'peach']","['honey', 'raisin', 'brown_bread', 'rum', 'tropical', 'spice']","['flaky_pastry', 'dark', 'cherry']",,Highland Whisky,Ben Nevis,Signatory,24.0,57.8,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
3611,Miltonduff 28 Year Old 1988 - Single Cask (Master of Malt),"['hoppy', 'pleasingly', 'soft', 'mouthfeel', 'fresh', 'chilli', 'prickle', 'orchard_fruit', 'cashew', 'nut', 'mineral', 'impression', 'menthol']","['lot', 'fruit', 'apple', 'strudel', 'kelloggs', 'fruit', 'nut', 'cereal', 'pineapple', 'grapefruit', 'green', 'aroma', 'freshly_grass', 'moss', 'hand', 'herb', 'chuck', 'bakewell', 'tarts', 'good_measure']","['soft', 'gentle', 'orchard_fruit', 'chilli', 'warmth']",228.11,Speyside Whisky,Miltonduff,Master of Malt,28.0,46.1,False,True,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3612,Arran 20 Year Old - Explorers Series Volume 1 - Brodick Bay,"['molasses', 'honey', 'blueberry', 'fruit', 'sweet', 'christmas', 'y', 'spice', 'pepper', 'malt']","['butter', 'strawberry_jam', 'sharp', 'orange', 'sawdust']","['milk_chocolate', 'clove', 'orange']",154.79,Island Whisky,Arran,Arran,20.0,49.8,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
3613,Laphroaig Cairdeas Origin (2012 Edition),"['rounded', 'smooth', 'butter', 'laproaig', 'signature', 'heart', 'pungent', 'cushion', 'smoke', 'cloud', 'big', 'mouth', 'whisky', 'finesse', 'sweet', 'remarkably', 'crumbly_fudge', 'islay']","['butter', 'soft', 'wisp', 'kipper', 'slight', 'carbolic', 'year_old', 'expression', 'heavy', 'butterscotch', 'sweet', 'hefty', 'portion', 'caramel']","['sweet', 'long', 'comforting']",,Islay Whisky,Laphroaig,Laphroaig,,51.2,False,False,,,,,,,,,,,,
3614,Pulteney 2005 (bottled 2016) - The MacPhail's Collection (Gordon & MacPhail),"['sweet', 'ice_cream', 'chocolate', 'banana', 'pepper', 'oak', 'mid']","['herbal', 'honey', 'banoffee_pie', 'sharp', 'apple']","['maritime', 'character', 'pulteney', 'finish', 'waft', 'sea_air']",42.42,Highland Whisky,Pulteney,Gordon & MacPhail,,43.0,,,,,,,,,,,,,,
3615,Benrinnes 20 Year Old 1997 (Scotland Grindlay),"['walnut', 'cashew', 'honey', 'cream', 'chocolate']","['toasted', 'brown_bread', 'marmalade', 'nutella', 'separate', 'slice', 'unhinged', 'fennel']","['black_pepper', 'medium_length', 'finish']",114.6,Speyside Whisky,Benrinnes,Scotland Grindlay,20.0,56.4,,,,,,,,,,,,,,
3616,Mortlach 12 Year Old 2005 (cask 11595) - Old Particular (Douglas Laing),"['butter_crumpet', 'marzipan', 'crumbly', 'pastry']","['hazelnuts', 'toasted', 'barley', 'layer', 'rich', 'honey']","['mint', 'chocolate', 'apple', 'pie', 'oil']",60.0,Speyside Whisky,Mortlach,Douglas Laing,12.0,48.4,,,,,,,,,,,,,,
3617,Craigellachie 8 Year Old 2008 (casks 800126 & 800127) - Signatory,"['butter', 'oatcake', 'caramel']","['salted', 'popcorn', 'nutty', 'malt', 'green_apple']","['surprisingly', 'fruit', 'finish', 'red_berry', 'lemon']",34.3,Speyside Whisky,Craigellachie,Signatory,8.0,43.0,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3618,Master of Malt 60 Year Old Speyside,"['cream', 'mouth', 'entry', 'chocolate', 'ground', 'allspice', 'tropical', 'coconut', 'mango', 'ethereal', 'high', 'akin', 'tomato_stem', 'time', 'herbal', 'potpourri', 'like', 'character', 'solid', 'core', 'rich', 'thick', 'malt']","['beauty', 'malt', 'fore', 'sublime', 'backing', 'nutmeg', 'cocoa', 'butter', 'raisin', 'gentle', 'wave', 'soft', 'white_grape', 'custard', 'apple', 'golden_syrup', 'astonishingly', 'refined', 'oaken']","['long', 'elegant', 'finish', 'gracefully', 'pipe_tobacco', 'molasse', 'herb', 'slice', 'tang', 'green_apple']",,Scotch Whisky,Master of Malt,Master of Malt,60.0,42.2,,,,,,,,,,,,,,
